Year,Measure,Sub-Measure,Sub-Measure,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,Units
2010,Vehicle Days,Total,Total,73.13747553,129.2966393,157.4663853,268.6805865,310.5586288,324.3332316,305.7629471,355.4908357,339.6847398,222.7012038,114.2834799,83.78667136,2685.182825,000s
2010,Vehicle Numbers,Serviced Accommodation,Serviced Accommodation,3.713598802,6.228644262,7.672432511,7.709022788,9.113792306,8.686260636,8.271630531,8.746913209,8.766934316,9.106677903,6.371888441,4.577741601,88.9655373,000s
2010,Vehicle Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,1.602612368,3.713927738,4.349385075,7.613663107,15.09452185,15.56373197,11.98956111,15.43614072,13.30441593,6.394902869,3.900896938,2.33279169,101.2965514,000s
2010,Vehicle Numbers,SFR,SFR,2.198687185,0.923428732,1.033690357,1.748333259,1.523136744,1.294638224,1.605908854,1.626335966,1.133081191,1.05682357,0.853894931,1.905619974,16.90357899,000s
2010,Vehicle Numbers,Day Visitor,Day Visitor,50.39023347,88.40301889,114.0493706,205.4161359,198.5582952,203.4259439,200.6480686,226.4125637,224.5932368,167.1732389,81.0252122,57.23833821,1817.333656,000s
2010,Vehicle Numbers,Total,Total,57.90513182,99.26901962,127.1048785,222.487155,224.2897461,228.9705747,222.5151691,252.2219536,247.7976682,183.7316432,92.15189251,66.05449147,2024.499324,000s
2010,Accommodation,Serviced Accommodation,Serviced Accommodation,3235.291704,3242.811516,3250.366142,3259,3259,3259,3259,3259,3259,3259,3245.631445,3238.564215,3259,Bed Spaces
2010,Accommodation,Non-Serviced Accommodation,Non-Serviced Accommodation,9607.55988,10280.59498,14538.61957,17334.02784,17463.44018,17463.44018,17468,17355.98107,17458.46118,16159.26945,12038.07152,10463.98132,17468,Bed Spaces
2010,Accommodation,Total,Total,12842.85158,13523.4065,17788.98571,20593.02784,20722.44018,20722.44018,20727,20614.98107,20717.46118,19418.26945,15283.70296,13702.54553,20727,Bed Spaces
2010,Economic Impact,Total,Total,10934.25135,16351.02849,20392.17734,40028.5562,45467.44987,44182.71492,49036.25765,56881.83215,48175.37505,29989.68768,15697.41155,13226.52722,390363.2695,£000s
2011,Economic Impact,Indirect Expenditure,Indirect Expenditure,3446.687116,4544.134004,5732.071341,11596.54798,12163.20935,11803.5258,14149.91013,15637.41293,12856.11053,8534.716977,4991.014744,3976.27604,109431.6169,£000s
2011,Economic Impact,Direct Revenue,Direct Revenue,8359.209349,10908.52633,13784.7455,27861.90439,29473.06635,28594.55783,33948.90775,37639.88212,31015.46473,20436.13394,12026.9704,9638.89066,263688.2593,£000s
2011,Economic Impact,VAT,VAT,1671.84187,2181.705267,2756.9491,5572.380878,5894.61327,5718.911566,6789.78155,7527.976424,6203.092945,4087.226788,2405.39408,1927.778132,52737.65187,£000s
2011,Economic Impact,Serviced Accommodation,Serviced Accommodation,2384.435463,2955.225775,3665.978334,5034.884737,5239.847036,5318.393804,6371.347554,6857.248549,4932.5686,4879.866137,3189.641883,2890.363297,53719.80117,£000s
2011,Economic Impact,Non-Serviced Accommodation,Non-Serviced Accommodation,2456.050598,3580.716472,4859.855483,8876.270577,15343.66926,15781.90763,16452.6722,19349.47065,14679.84731,7346.732483,4184.348271,2854.214663,115765.7556,£000s
2011,Economic Impact,SFR,SFR,865.8209928,279.0501987,336.6864608,711.0146562,500.902304,397.0446269,584.6402261,605.9572813,353.8991003,336.8180257,262.7420718,726.108977,5960.684922,£000s
2011,Economic Impact,Day Visitor,Day Visitor,7771.431282,10819.37316,13411.24567,30408.66328,26446.47037,24619.64913,31479.93945,33992.59499,30108.35319,20494.66106,11786.647,9072.257894,250411.2865,£000s
2011,Economic Impact,Accommodation,Accommodation,1319.996411,1740.084612,2177.550296,3171.064488,3734.591352,3807.896805,5703.808956,6218.45056,3579.380705,2997.538405,1859.539104,1590.359125,37900.26082,£000s
2011,Economic Impact,Food & Drink,Food & Drink,2209.562267,2847.597042,3606.533257,7493.794213,7900.593354,7647.065269,8633.566562,9602.724339,8360.913273,5396.874901,3154.204035,2522.176506,69375.60502,£000s
2011,Economic Impact,Recreation,Recreation,848.4070248,1107.648368,1409.40471,3004.503044,3264.143527,3158.169612,3520.728479,3949.014521,3446.631971,2118.812381,1237.398644,968.9817085,28033.84399,£000s
2011,Economic Impact,Shopping,Shopping,2816.358916,3710.830773,4676.578387,10122.52782,10118.24348,9665.060184,11302.13009,12490.78025,10939.66087,7048.015178,4093.481666,3231.842968,90215.51057,£000s
2011,Economic Impact,Transport,Transport,1164.88473,1502.365539,1914.678851,4070.014829,4455.494634,4316.36596,4788.673666,5378.912452,4688.877912,2874.893075,1682.346948,1325.530352,38163.03895,£000s
2011,Economic Impact,Direct Expenditure,Direct Expenditure,10031.05122,13090.2316,16541.6946,33434.28527,35367.67962,34313.4694,40738.6893,45167.85855,37218.55767,24523.36073,14432.36448,11566.66879,316425.9112,£000s
2011,Population,Total,Total,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,Persons
2011,Employment,Serviced Accommodation,Serviced Accommodation,1254.245622,1288.929723,1335.716114,1441.161794,1450.327829,1454.054718,1469.728295,1504.584769,1423.870887,1419.118239,1307.80639,1284.737698,1386.190173,FTEs
2011,Employment,Non-Serviced Accommodation,Non-Serviced Accommodation,1395.815075,1505.696115,1689.623991,2131.109221,2849.825058,2890.964522,2698.24467,2991.585133,2771.501983,1940.927721,1600.358085,1442.584567,2159.019678,FTEs
